source,target,relation,confidence,directed,label,source_url,slices,evidence,receipt,edge_class
person_source_local:good-ventures:GV-P001,institution:inst-019,chair_of,confirmed,yes,Open Philanthropy / Cari Tuna,https://coefficientgiving.org/team/cari-tuna/,all,Cari Tuna is Chair of Coefficient Giving (the organization formerly branded Open Philanthropy).,https://coefficientgiving.org/team/cari-tuna/,GOVERNANCE
person_source_local:good-ventures:GV-P001,institution_candidate_source_local:INSTITUTION008-011,authored_post_on,confirmed,yes,EA Forum / Cari Tuna,https://forum.effectivealtruism.org/posts/DAdfz7fsuxYupYz7K/learning-to-be-an-effective-altruist,all,"Learning to be an effective altruist Cari_Tuna 2 min read·Sep 26, 2013",https://forum.effectivealtruism.org/posts/DAdfz7fsuxYupYz7K/learning-to-be-an-effective-altruist,COLLAB
person_source_local:good-ventures:GV-P002,institution:inst-019,governor,confirmed,yes,Governor,https://coefficientgiving.org/governance/,all,"The Coefficient Giving LLC is governed by a Board of Managers currently consisting of Cari Tuna (Chair of the Board), Dustin Moskovitz, Elie Hassenfeld, and Alexander Berger.",https://coefficientgiving.org/governance/ https://coefficientgiving.org/team/cari-tuna/ https://metr.org/team/holden-karnofsky/ https://coefficientgiving.org/governance/,OTHER
person_source_local:good-ventures:GV-P002,institution:inst-035,funded,confirmed,yes,GiveWell / Dustin Moskovitz,https://files.givewell.org/files/Research%20meetings/GiveWell_SF_June_2017_Research_Event_Top_Charities.pdf,all,"The benefactors are Dustin Moskovitz, who's one of the co-founders of Facebook and his wife Cari Tuna, and they funded all of the GiveWell Incubation Grants to date.",https://files.givewell.org/files/Research%20meetings/GiveWell_SF_June_2017_Research_Event_Top_Charities.pdf,FINANCIAL
person_source_local:good-ventures:GV-P002,institution:inst-040,holds_or_held_role,confirmed,yes,Secretary and Treasurer,https://goodventures.org/governance/,all,Each receipt title and date applies only to that cited observation. Combined observations do not establish continuous tenure or every title across every date.,https://goodventures.org/governance/,EMPLOYMENT
person_source_local:good-ventures:GV-P002,institution:inst-070,invested_in,confirmed,yes,Anthropic / Dustin Moskovitz,https://www.anthropic.com/news/anthropic-raises-124-million-to-build-more-reliable-general-ai-systems,all,"The round included participation from James McClave, Dustin Moskovitz, the Center for Emerging Risk Research, Eric Schmidt, and others.",https://www.anthropic.com/news/anthropic-raises-124-million-to-build-more-reliable-general-ai-systems,FINANCIAL
person_source_local:good-ventures:GV-P002,institution:inst-081,board_member_of,confirmed,yes,Open Philanthropy / Dustin Moskovitz,https://coefficientgiving.org/team/dustin-moskovitz/,all,Dustin Moskovitz Board Member,https://coefficientgiving.org/team/dustin-moskovitz/,GOVERNANCE
person_source_local:good-ventures:GV-P002,source_named_endpoint:ENDPOINT001-001,source_reported_board_chair_of,confirmed,yes,Asana’s archived leadership page says Dustin Moskovitz has chaired its board since December 2019.,https://asana.com/leadership/dustin-moskovitz,all,"The December 2008 date is for board membership, not chairmanship. The same biography says CEO and President roles ended July 2025; this edge asserts only the board-chair role. No institution control, ideology, legal employment or financial authority inferred.",https://asana.com/leadership/dustin-moskovitz,GOVERNANCE
person_source_local:govai:GA-P001,discovery_source_local:ND005-002,studied_at,confirmed,yes,University of Oxford / Ben Garfinkel,https://www.governance.ai/team/ben-garfinkel,all,He earned a BS in Intensive Physics and in Mathematics and Philosophy from Yale University before studying for a DPhil in International Relations at the University of Oxford.,https://www.governance.ai/team/ben-garfinkel,EMPLOYMENT
person_source_local:govai:GA-P001,institution:inst-017,employed_by,confirmed,yes,Centre for Effective Altruism / Ben Garfinkel,https://www.centreforeffectivealtruism.org/blog/cea-strategic-update,all,"This team consists of two full-time researchers (Stefan Schubert and Max Dalton), and one part-time researcher (Ben Garfinkel).",https://www.centreforeffectivealtruism.org/blog/cea-strategic-update,EMPLOYMENT
person_source_local:govai:GA-P001,institution:inst-041,executive_director_of,confirmed,yes,Executive Director; no 2021 start asserted,https://www.governance.ai/people,all,"No name-only person merge or inferred affiliation to dossier owner. Only stated title; no additional legal authority, funding, current tenure, or ideology inferred.",https://www.governance.ai/people,GOVERNANCE
person_source_local:govai:GA-P001,institution:inst-069,contributed_to,confirmed,yes,OpenAI / Ben Garfinkel,https://openai.com/index/spinning-up-in-deep-rl/,all,"Thanks to the many people who contributed to this launch: Alex Ray, Amanda Askell, Ashley Pilipiszyn, Ben Garfinkel",https://openai.com/index/spinning-up-in-deep-rl/,COLLAB
person_source_local:govai:GA-P001,institution:inst-081,reviewed_for,confirmed,yes,Open Philanthropy / Ben Garfinkel,https://www.openphilanthropy.org/wp-content/uploads/Could-Advanced-AI-Drive-Explosive-Economic-Growth_.pdf,all,We had numerous people with relevant expertise review earlier drafts... - Ben Garfinkel [105],https://www.openphilanthropy.org/wp-content/uploads/Could-Advanced-AI-Drive-Explosive-Economic-Growth_.pdf,COLLAB
person_source_local:govai:GA-P003,institution:inst-041,holds_or_held_role,confirmed,yes,Director of Policy and Research,https://www.governance.ai/people,all,Each receipt title and date applies only to that cited observation. Combined observations do not establish continuous tenure or every title across every date.,https://www.governance.ai/people,EMPLOYMENT
person_source_local:govai:GA-P003,institution:inst-059,provided_feedback_to,confirmed,yes,Rethink Priorities / Markus Anderljung,https://rethinkpriorities.org/research-area/conclusion-and-bibliography-for-understanding-the-diffusion-of-large-language-models/,all,"Thanks to Alexis Carlier, Amanda El-Dakhakhni, Ashwin Acharya, Ben Snodin, Bill Anderson-Samways, Erich Grunewald, Jack Clark, Jaime Sevilla, Jenny Xiao, Lennart Heim, Lewis Ho, Lucy Lim, Luke Muehlhauser, Markus Anderljung, Max Räuker, Micah Musser, Michael Aird, Miles Brundage, Oliver Guest, Onni ",https://rethinkpriorities.org/research-area/conclusion-and-bibliography-for-understanding-the-diffusion-of-large-language-models/,COLLAB
person_source_local:govai:GA-P003,person_source_local:govai:GA-P007,collaborated_with,confirmed,yes,Markus Anderljung / Allan Dafoe,https://cdn.governance.ai/Social-and-Governance-Implications-of-Improved-Data-Efficiency.pdf,all,"Aaron D. Tucker, Markus Anderljung, and Allan Dafoe. 2020. Social and Governance Implications of Improved Data Efficiency.",https://cdn.governance.ai/Social-and-Governance-Implications-of-Improved-Data-Efficiency.pdf,COLLAB
person_source_local:govai:GA-P003,person_source_local:horizon-institute-for-public-service:HZN-P002,coauthored_with,confirmed,yes,Markus Anderljung / Remco Zwetsloot,https://arxiv.org/abs/2104.07237,all,"Authors: Remco Zwetsloot, Baobao Zhang, Noemi Dreksler, Lauren Kahn, Markus Anderljung, Allan Dafoe, Michael C.",https://arxiv.org/abs/2104.07237,COLLAB
person_source_local:govai:GA-P003,person_source_local:horizon-institute-for-public-service:HZN-P006,coauthored_with,confirmed,yes,Markus Anderljung / Helen Toner,https://www.governance.ai/research-paper/https-arxiv-org-abs-2004-07213v2,all,"Miles Brundage, Shahar Avin, … , Helen Toner, Andrew Trask, Carina Prunkl, Jade Leung, Allan Dafoe, Cullen O’Keefe, Brian Tse, Carrick Flynn, Markus Anderljung, …",https://www.governance.ai/research-paper/https-arxiv-org-abs-2004-07213v2,COLLAB
person_source_local:govai:GA-P007,discovery_source_local:ND005-002,employed_by,confirmed,yes,University of Oxford / Allan Dafoe,https://www.ctga.ox.ac.uk/node/674496,all,Allan Dafoe is the Associate Professor and Senior Research Fellow in the International Politics of Artificial Intelligence at the University of Oxford.,https://www.ctga.ox.ac.uk/node/674496,EMPLOYMENT
person_source_local:govai:GA-P007,institution:inst-041,holds_or_held_role,confirmed,yes,"Founder, former Director, and affiliate",https://www.governance.ai/about-us,all,Each receipt title and date applies only to that cited observation. Combined observations do not establish continuous tenure or every title across every date.,https://www.governance.ai/about-us,EMPLOYMENT
person_source_local:govai:GA-P007,institution:inst-069,reviewed_drafts_for,confirmed,yes,OpenAI / Allan Dafoe,https://openai.com/index/planning-for-agi-and-beyond/,all,"Thanks to Brian Chesky, Paul Christiano, Jack Clark, Holden Karnofsky, Tasha McCauley, Nate Soares, Kevin Scott, Brad Smith, Helen Toner, Allan Dafoe, and the OpenAI team for reviewing drafts of this.",https://openai.com/index/planning-for-agi-and-beyond/,COLLAB
person_source_local:govai:GA-P007,institution:inst-071,senior_director_at,confirmed,yes,GovAI’s biography says Allan Dafoe serves as Senior Director of Frontier Strategy & Governance at Google DeepMind.,https://www.governance.ai/people,all,"Role observed in archived profile; no legal employer or current continuity assertion. Source-local accepted person identity only; no person merge, ideology, control, paid funding, or current role continuity inferred. Statement attributed to archived source; no independent current role verification.",https://www.governance.ai/people,EMPLOYMENT
person_source_local:govai:GA-P007,person_source_local:horizon-institute-for-public-service:HZN-P006,coauthored_with,confirmed,yes,Allan Dafoe / Helen Toner,https://arxiv.org/abs/1802.07228,all,"Authors: Miles Brundage, Shahar Avin, Jack Clark, Helen Toner, Peter Eckersley, Ben Garfinkel, Allan Dafoe...",https://arxiv.org/abs/1802.07228,COLLAB
person_source_local:govai:GA-P007,person_source_local:manifund:MF-P011,coauthored_with,confirmed,yes,Allan Dafoe / Ethan Perez,https://arxiv.org/abs/2507.11473,all,"Authors: Tomek Korbak, Mikita Balesni, Elizabeth Barnes, Yoshua Bengio, Joe Benton, Joseph Bloom, Mark Chen, Alan Cooney, Allan Dafoe, ... Ethan Perez, ...",https://arxiv.org/abs/2507.11473,COLLAB
person_source_local:govai:GA-P007,person_source_local:redwood-research:RW-P001,co_authored,confirmed,yes,Allan Dafoe / Buck Shlegeris,https://dblp.org/rec/journals/corr/abs-2507-11473,all,Chain of Thought Monitorability: A New and Fragile Opportunity for AI Safety.,https://dblp.org/rec/journals/corr/abs-2507-11473,COLLAB
person_source_local:govai:GA-P008,institution:inst-041,board_member_of,confirmed,yes,GovAI / Jeffrey Ding,https://www.governance.ai/people,all,## Board of Directors Jeffrey Ding Jeff is an Assistant Professor of Political Science at George Washington University,https://www.governance.ai/people,GOVERNANCE
person_source_local:govai:GA-P009,institution:inst-024,board_member_of,confirmed,yes,Effective Ventures / Tasha McCauley,https://find-and-update.company-information.service.gov.uk/officers/dJCPlhmY72tMKA845Ld42uvtyGo/appointments,all,EFFECTIVE VENTURES FOUNDATION (UK) (07962181) ... Role Resigned Director ... Appointed on 1 July 2021 ... Resigned on 14 March 2024,https://find-and-update.company-information.service.gov.uk/officers/dJCPlhmY72tMKA845Ld42uvtyGo/appointments,GOVERNANCE
person_source_local:govai:GA-P009,institution:inst-034,signed_open_letter_of,confirmed,yes,Future of Life Institute / Tasha McCauley,https://futureoflife.org/recent-news/state-of-california-endorses-asilomar-ai-principles/,all,"Signatories include Demis Hassabis, Yoshua Bengio, Elon Musk, Ray Kurzweil, the late Stephen Hawking, Tasha McCauley...",https://futureoflife.org/recent-news/state-of-california-endorses-asilomar-ai-principles/,OTHER
person_source_local:govai:GA-P009,institution:inst-069,board_member_of,confirmed,yes,OpenAI / Tasha McCauley,https://openai.com/index/openai-announces-leadership-transition/,all,"OpenAI’s board of directors consists of OpenAI chief scientist Ilya Sutskever, independent directors Quora CEO Adam D’Angelo, technology entrepreneur Tasha McCauley, and Georgetown Center for Security and Emerging Technology’s Helen Toner.",https://openai.com/index/openai-announces-leadership-transition/,GOVERNANCE
person_source_local:govai:GA-P009,person_source_local:horizon-institute-for-public-service:HZN-P006,co_board_members,confirmed,yes,Tasha McCauley / Helen Toner,https://www.governance.ai/people,all,Board of Directors ... Tasha McCauley ... Helen Toner,https://www.governance.ai/people,GOVERNANCE
person_source_local:govai:GA-P009,person_source_local:secure-ai-project:SAP-P001,co_board_members_of,confirmed,yes,Tasha McCauley / Nick Beckstead,,all,"The EVF UK board consists of Will MacAskill, Tasha McCauley, Claire Zabel, Owen Cotton-Barratt, and Nick Beckstead.",,GOVERNANCE
person_source_local:greater-horizons:GH-P015,institution:inst-042,director_and_president_of,confirmed,yes,Deborah Wilkerson — Director / President — Greater Horizons.,https://www.greaterhorizons.org/wp-content/uploads/2025/12/990-GH-2024.pdf,all,Filer-reported 2024 role; current continuity is not inferred.,https://www.greaterhorizons.org/wp-content/uploads/2025/12/990-GH-2024.pdf,GOVERNANCE
person_source_local:guarding-against-pandemics:GAP-P001,institution:inst-043,filing_listed_former_director_at,confirmed,yes,Guarding Against Pandemics’ TY2022 Schedule J lists Gabriel Bankman-Fried as Former Director.,https://projects.propublica.org/nonprofits/full_text/202313199349325421/IRS990ScheduleJ,all,"Exact filing title only; not automatically executive director or board member; no salary/payment or tenure interval inferred. Source-local accepted person identity only; no person merge, ideology, control, paid funding, or current role continuity inferred. Issuer is explicitly GUARDING AGAINST PANDE",https://projects.propublica.org/nonprofits/full_text/202313199349325421/IRS990ScheduleJ,EMPLOYMENT
person_source_local:guarding-against-pandemics:GAP-P003,institution:inst-043,principal_officer_of,confirmed,yes,Guarding Against Pandemics / Keenan Lantz,https://projects.propublica.org/nonprofits/full_text/202313199349325421/IRS990,all,F Name and address of principal officer: KEENAN LANTZ,https://projects.propublica.org/nonprofits/full_text/202313199349325421/IRS990,GOVERNANCE
person_source_local:horizon-institute-for-public-service:HZN-P001,institution:inst-017,employed_by,confirmed,yes,Centre for Effective Altruism / Joan Gass,https://www.centreforeffectivealtruism.org/blog/joan-gass-appointed-as-ceas-managing-director,all,CEA has hired Joan Gass as our first Managing Director.,https://www.centreforeffectivealtruism.org/blog/joan-gass-appointed-as-ceas-managing-director,EMPLOYMENT
person_source_local:horizon-institute-for-public-service:HZN-P001,institution:inst-045,cofounder_and_coexecutive_director_of,confirmed,yes,Joan Gass — Co-Founder and Co-Executive Director — Horizon Institute for Public Service.,https://horizonpublicservice.org/about-us/,all,Displayed source-time role; no legal control inference.,https://horizonpublicservice.org/about-us/,GOVERNANCE
person_source_local:horizon-institute-for-public-service:HZN-P001,institution_candidate_source_local:INSTITUTION008-011,authored_content_on,confirmed,yes,EA Forum / Joan Gass,https://forum.effectivealtruism.org/posts/gsNDoqpB2pWq5yYLv/ea-forum-prize-winners-for-december-2018,all,"In third place (for a prize of $250): ""Lessons Learned from a Prospective Alternative Meat Startup Team"", by Scott Weathers, Joan Gass, and an anonymous co-author.",https://forum.effectivealtruism.org/posts/gsNDoqpB2pWq5yYLv/ea-forum-prize-winners-for-december-2018,COLLAB
person_source_local:horizon-institute-for-public-service:HZN-P001,person_source_local:horizon-institute-for-public-service:HZN-P002,co_founded,confirmed,yes,Joan Gass / Remco Zwetsloot,https://horizonpublicservice.org/about-us/,all,Joan Gass Co-Founder and Co-Executive Director ... Remco Zwetsloot Co-Founder and Co-Executive Director,https://horizonpublicservice.org/about-us/,EMPLOYMENT
person_source_local:horizon-institute-for-public-service:HZN-P002,institution:inst-045,cofounder_and_coexecutive_director_of,confirmed,yes,Co-Founder and Co-Executive Director,https://horizonpublicservice.org/about-us/,all,"No name-only person merge or inferred affiliation to dossier owner. Only stated title; no additional legal authority, funding, current tenure, or ideology inferred.",https://horizonpublicservice.org/about-us/,GOVERNANCE
person_source_local:horizon-institute-for-public-service:HZN-P002,institution:inst-059,provided_feedback_to,confirmed,yes,Rethink Priorities / Remco Zwetsloot,https://rethinkpriorities.org/research-area/questions-for-further-investigation-of-ai-diffusion/,all,Thanks to ... Remco Zwetsloot ... for helpful feedback.,https://rethinkpriorities.org/research-area/questions-for-further-investigation-of-ai-diffusion/,COLLAB
person_source_local:horizon-institute-for-public-service:HZN-P002,person_source_local:horizon-institute-for-public-service:HZN-P006,co_authored_with,confirmed,yes,Remco Zwetsloot / Helen Toner,https://www.foreignaffairs.com/reviews/review-essay/2018-11-16/beyond-ai-arms-race,all,"Remco Zwetsloot, Helen Toner, and Jeffrey Ding",https://www.foreignaffairs.com/reviews/review-essay/2018-11-16/beyond-ai-arms-race,COLLAB
person_source_local:horizon-institute-for-public-service:HZN-P006,institution:inst-016,executive_director_of,confirmed,yes,Center for Security and Emerging Technology / Helen Toner,https://cset.georgetown.edu/staff/helen-toner/,all,Helen Toner is the Executive Director at Georgetown’s Center for Security and Emerging Technology (CSET).,https://cset.georgetown.edu/staff/helen-toner/,GOVERNANCE
person_source_local:horizon-institute-for-public-service:HZN-P006,institution:inst-041,board_member_of,confirmed,yes,GovAI / Helen Toner,https://cdn.governance.ai/GovAI_Annual_Report_2023.pdf,all,Helen Toner Advisory Board Member,https://cdn.governance.ai/GovAI_Annual_Report_2023.pdf,GOVERNANCE
person_source_local:horizon-institute-for-public-service:HZN-P006,institution:inst-045,served_as_secretary_of,confirmed,yes,Helen Toner — Secretary — Horizon Institute for Public Service.,https://projects.propublica.org/nonprofits/full_text/202441209349301334/IRS990,all,Filing-period officer role; no current-status inference.,https://projects.propublica.org/nonprofits/full_text/202441209349301334/IRS990,OTHER
person_source_local:horizon-institute-for-public-service:HZN-P006,institution:inst-053,co_authored_grant_to,confirmed,yes,Machine Intelligence Research Institute / Helen Toner,https://forum.effectivealtruism.org/posts/sTvepoxCDMgskGDDN/long-term-future-fund-november-grant-decisions,all,"Grant author(s): Alex Zhu, Helen Toner, Matt Fallshaw, Matt Wage, Oliver Habryka",https://forum.effectivealtruism.org/posts/sTvepoxCDMgskGDDN/long-term-future-fund-november-grant-decisions,FINANCIAL
person_source_local:horizon-institute-for-public-service:HZN-P006,institution:inst-069,board_member_of,confirmed,yes,OpenAI / Helen Toner,https://openai.com/index/helen-toner-joins/,all,"Today, we’re excited to announce the appointment of Helen Toner to our board of directors.",https://openai.com/index/helen-toner-joins/,GOVERNANCE
person_source_local:horizon-institute-for-public-service:HZN-P006,institution:inst-075,fund_manager_of,confirmed,yes,Long-Term Future Fund / Helen Toner,https://forum.effectivealtruism.org/posts/yYHKRgLk9ufjJZn23/announcing-new-ea-funds-management-teams,all,"Team: Helen Toner, Oliver Habryka, Matt Wage, Alex Zhu",https://forum.effectivealtruism.org/posts/yYHKRgLk9ufjJZn23/announcing-new-ea-funds-management-teams,FINANCIAL
person_source_local:horizon-institute-for-public-service:HZN-P006,institution:inst-081,employed_by,confirmed,yes,Open Philanthropy / Helen Toner,https://cset.georgetown.edu/staff/helen-toner/,all,Helen previously served as ... a Senior Research Analyst at Open Philanthropy,https://cset.georgetown.edu/staff/helen-toner/,EMPLOYMENT
person_source_local:horizon-institute-for-public-service:HZN-P006,person_source_local:institute-for-ai-policy-and-strategy:IAPS-P038,co_authored,confirmed,yes,Helen Toner / Peter Wildeford,https://cset.georgetown.edu/publication/when-ai-builds-ai/,all,Authors Helen Toner ... Peter Wildeford,https://cset.georgetown.edu/publication/when-ai-builds-ai/,COLLAB
person_source_local:horizon-institute-for-public-service:HZN-P006,person_source_local:lightcone-infrastructure:LC-P001,co_authored_grant_decisions_with,confirmed,yes,Helen Toner / Oliver Habryka,https://forum.effectivealtruism.org/posts/sTvepoxCDMgskGDDN/long-term-future-fund-november-grant-decisions,all,"Grant author(s): Alex Zhu, Helen Toner, Matt Fallshaw, Matt Wage, Oliver Habryka",https://forum.effectivealtruism.org/posts/sTvepoxCDMgskGDDN/long-term-future-fund-november-grant-decisions,FINANCIAL
person_source_local:horizon-institute-for-public-service:HZN-P006,person_source_local:schmidt-sciences:SCH-P017,oversaw_grant_to,confirmed,yes,Helen Toner / Percy Liang,https://cset.georgetown.edu/foundational-research-grants,all,"FRG is directed by Helen Toner, with support from Andrea Guerrero.",https://cset.georgetown.edu/foundational-research-grants,FINANCIAL
person_source_local:horizon-institute-for-public-service:HZN-P006,person_source_local:secure-ai-project:SAP-P002,coauthored_with,confirmed,yes,Helen Toner / Thomas Woodside,https://cset.georgetown.edu/publication/through-the-chat-window-and-into-the-real-world-preparing-for-ai-agents/,all,"Helen Toner, John Bansemer, Kyle Crichton, Matt Burtell, Thomas Woodside, et al., ""Through the Chat Window and Into the Real World""",https://cset.georgetown.edu/publication/through-the-chat-window-and-into-the-real-world-preparing-for-ai-agents/,COLLAB
person_source_local:horizon-institute-for-public-service:HZN-P006,registry_source_local_person:center-for-security-and-emerging-technology::CSET-R127:subject,coauthored_with,confirmed,yes,Helen Toner / Saif Khan,https://cset.georgetown.edu/wp-content/uploads/CSET-When-AI-Builds-AI.pdf,all,Authors Helen Toner* ... Saif Khan* ... *Workshop co-organizer and/or lead drafter,https://cset.georgetown.edu/wp-content/uploads/CSET-When-AI-Builds-AI.pdf,COLLAB
person_source_local:impact-ops:IOP-P022,institution:inst-046,co_founded,confirmed,yes,Impact Ops / Andrew Leeke,https://impact-ops.org/about-us/,all,Andrew co-founded Impact Ops.,https://impact-ops.org/about-us/,EMPLOYMENT
person_source_local:institute-for-ai-policy-and-strategy:IAPS-P002,institution:inst-013,funded_translation_project_for,confirmed,yes,BlueDot Impact / Renan Araujo,https://manifund.org/RenanAraujo,all,Translation of BlueDot Impact's AI alignment curriculum into Portuguese | over 2 years ago | project donation | 3000,https://manifund.org/RenanAraujo,FINANCIAL
person_source_local:institute-for-ai-policy-and-strategy:IAPS-P002,institution:inst-047,director_of_programs_at,confirmed,yes,Director of Programs; no statutory-director inference,https://www.iaps.ai/our-team,all,"No name-only person merge or inferred affiliation to dossier owner. Only stated title; no additional legal authority, funding, current tenure, or ideology inferred.",https://www.iaps.ai/our-team,GOVERNANCE
person_source_local:institute-for-ai-policy-and-strategy:IAPS-P002,institution:inst-047,program_director,confirmed,yes,Program Director,https://araujorenan.com/,all,Renan Araujo — Director of Programs,https://araujorenan.com/ https://araujorenan.com/ https://www.iaps.ai/our-team,EMPLOYMENT
person_source_local:institute-for-ai-policy-and-strategy:IAPS-P002,institution:inst-050,public_regrantor_budget_roster,confirmed,yes,Public Regrantor Budget Roster,https://manifund.org/about/regranting,all,Manifund announced Renan Araujo as one of its two newest regrantors in July 2023.,https://manifund.org/about/regranting https://manifund.org/about/regranting-data https://manifund.org/about/regranting https://forum.effectivealtruism.org/posts/GNBJjBdMokxBrtvfK/manifund-what-we-re-funding-week-1,FINANCIAL
person_source_local:institute-for-ai-policy-and-strategy:IAPS-P002,institution:inst-059,former_role_biography_attributed,confirmed,yes,"An IAPS biography states that, before joining IAPS, Renan Araujo was research manager on AI and emerging technologies at Rethink Priorities.",https://www.iaps.ai/renan-araujo,all,"This is an attribution to an IAPS biography, not independent employment verification. The source does not provide role start or end dates. Rethink Priorities is projected as the accepted operating-institution endpoint; the source does not establish whether RP US or RP UK was the particular legal emp",https://www.iaps.ai/renan-araujo,EMPLOYMENT
person_source_local:institute-for-ai-policy-and-strategy:IAPS-P003,institution:inst-059,employed_by,confirmed,yes,Rethink Priorities / Amanda El-Dakhakhni,https://rethinkpriorities.org/2022-new-staff/,all,Amanda El-Dakhakhni (Senior Research Manager),https://rethinkpriorities.org/2022-new-staff/,EMPLOYMENT
person_source_local:institute-for-ai-policy-and-strategy:IAPS-P007,institution:inst-047,compute_policy_research_lead_at,confirmed,yes,"Research Lead, Compute Policy",https://www.iaps.ai/our-team,all,"No name-only person merge or inferred affiliation to dossier owner. Only stated title; no additional legal authority, funding, current tenure, or ideology inferred.",https://www.iaps.ai/our-team,EMPLOYMENT
person_source_local:institute-for-ai-policy-and-strategy:IAPS-P038,institution:inst-022,fund_manager_of,confirmed,yes,EA Funds / Peter Wildeford,https://funds.effectivealtruism.org/payouts/september-december-2021-ea-infrastructure-fund,all,We appointed Peter Wildeford as fund manager.,https://funds.effectivealtruism.org/payouts/september-december-2021-ea-infrastructure-fund,FINANCIAL
person_source_local:institute-for-ai-policy-and-strategy:IAPS-P038,institution:inst-047,holds_or_held_role,confirmed,yes,"Board director, co-founder, and former Chief Strategy Officer",https://www.iaps.ai/peter-wildeford,all,Each receipt title and date applies only to that cited observation. Combined observations do not establish continuous tenure or every title across every date.,https://www.iaps.ai/peter-wildeford,EMPLOYMENT
person_source_local:institute-for-ai-policy-and-strategy:IAPS-P038,institution:inst-059,co_founded,confirmed,yes,Rethink Priorities / Peter Wildeford,https://rethinkpriorities.org/about-us/,all,Peter Wildeford Co-Founder,https://rethinkpriorities.org/about-us/,EMPLOYMENT
person_source_local:institute-for-ai-policy-and-strategy:IAPS-P038,institution_candidate_source_local:INSTITUTION008-001,published_on,confirmed,yes,LessWrong / Peter Wildeford,https://www.lesswrong.com/users/peter_hurford,all,Peter Wildeford — LessWrong,https://www.lesswrong.com/users/peter_hurford,COLLAB
person_source_local:institute-for-ai-policy-and-strategy:IAPS-P038,institution_candidate_source_local:NODE031-004,contributed_feedback_to,confirmed,yes,EA Survey / Peter Wildeford,https://rethinkpriorities.org/research-area/eas2020-cause-prioritization/,all,"The annual EA Survey is a project of Rethink Priorities. This post was written by David Moss, and Jacob Schmiess. Thanks to Peter Wildeford and David Reinstein for comments.",https://rethinkpriorities.org/research-area/eas2020-cause-prioritization/,FINANCIAL
person_source_local:institute-for-ai-policy-and-strategy:IAPS-P038,person_source_local:longview-philanthropy:LV-P006,collaborated_with,confirmed,yes,Peter Wildeford / Michael Aird,https://rethinkpriorities.org/research-area/towards-a-longtermist-framework-for-evaluating-democracy-related-interventions/,all,"The basic idea for this post originated in a conversation between Michael Aird, Linch Zhang, Peter Wildeford and Marcus Davis.",https://rethinkpriorities.org/research-area/towards-a-longtermist-framework-for-evaluating-democracy-related-interventions/,COLLAB
person_source_local:institute-for-ai-policy-and-strategy:IAPS-P038,person_source_local:redwood-research:RW-P002,coauthored_with,confirmed,yes,Peter Wildeford / Ryan Greenblatt,https://cset.georgetown.edu/publication/when-ai-builds-ai/,all,Authors ... Peter Wildeford Ryan Greenblatt ...,https://cset.georgetown.edu/publication/when-ai-builds-ai/,COLLAB
person_source_local:institute-for-ai-policy-and-strategy:IAPS-P038,person_source_local:rethink-priorities:RP-P001,served_on_leadership_team_with,confirmed,yes,Peter Wildeford / Marcus A. Davis,https://rethinkpriorities.org/about-us/,all,Leadership and Executive Team,https://rethinkpriorities.org/about-us/,EMPLOYMENT
person_source_local:lightcone-infrastructure:LC-P001,discovery_source_local:ND002-007,appointed_as_board_member,confirmed,yes,Daniel Kokotajlo / Oliver Habryka,https://www.greaterwrong.com/posts/HbkNAyAoa4gCnuzwa/wei-dai-s-shortform/comment/3hEaTozjsDv9KFYTJ,all,"It’s me, Vaniver and Daniel Kokotajlo! I appointed Vaniver and Daniel",https://www.greaterwrong.com/posts/HbkNAyAoa4gCnuzwa/wei-dai-s-shortform/comment/3hEaTozjsDv9KFYTJ,GOVERNANCE
person_source_local:lightcone-infrastructure:LC-P001,discovery_source_local:ND005-001,confirmed_evaluator_and_selection_authority,confirmed,yes,"At capture, Oliver Habryka was listed as a currently confirmed evaluator for Lightcone Commons; the page also says that he could personally select people to participate as evaluators.",https://www.lightconecommons.com/,all,"“Selection authority” is limited to personally selecting evaluator participants through the route described on the page. Lightcone Commons is treated as the source-local platform/project endpoint, not as a separately established legal entity. The claim does not establish Oliver Habryka’s current rol",https://www.lightconecommons.com/,COLLAB
person_source_local:lightcone-infrastructure:LC-P001,institution:inst-017,director_of_programming_for,confirmed,yes,Centre for Effective Altruism / Oliver Habryka,https://www.centreforeffectivealtruism.org/blog/review-of-ea-global-2016,all,Special thanks to: Oliver Habryka (Director of Programming),https://www.centreforeffectivealtruism.org/blog/review-of-ea-global-2016,GOVERNANCE
person_source_local:lightcone-infrastructure:LC-P001,institution:inst-022,fund_manager_for,confirmed,yes,EA Funds / Oliver Habryka,https://forum.effectivealtruism.org/posts/ek5ZctFxwh4QFigN7/ea-funds-has-appointed-new-fund-managers,all,"Long-Term Future Fund (LTFF): Asya Bergal (chairperson), Oliver Habryka, Adam Gleave",https://forum.effectivealtruism.org/posts/ek5ZctFxwh4QFigN7/ea-funds-has-appointed-new-fund-managers,FINANCIAL
person_source_local:lightcone-infrastructure:LC-P001,institution:inst-048,holds_or_held_role,confirmed,yes,Executive Director,https://projects.propublica.org/nonprofits/full_text/202611709349300926/IRS990,all,Each receipt title and date applies only to that cited observation. Combined observations do not establish continuous tenure or every title across every date.,https://projects.propublica.org/nonprofits/full_text/202611709349300926/IRS990,EMPLOYMENT
